"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"t1784714","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Arcticibacterium","Arcticibacterium luteifluviistationis"
"t161493","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans"
"t138072","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella","Candidatus Hamiltonella defensa"
"t1877","Bacteria","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"t256618","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Parvibaculum","Parvibaculum lavamentivorans"
"t1441386","Bacteria","Thermotogae","Thermotogae","Mesoaciditogales","Mesoaciditogaceae","Athalassotoga","Athalassotoga saccharophila"
"t1855912","Bacteria","Acidobacteria","Vicinamibacteria","","Vicinamibacteraceae","Luteitalea","Luteitalea pratensis"
"t2014434","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Slopekvirus","Slopekvirus Escherichia phage D6"
"t1867846","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella clemsonensis"
"t571949","Eukaryota","Microsporidia","","","Unikaryonidae","Encephalitozoon","Encephalitozoon romaleae"
"t53458","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter limosus"
"t53408","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas citronellolis"
"t132920","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Exiguobacterium","Exiguobacterium antarcticum"
"t2058657","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Zhihengliuella","Zhihengliuella sp. ISTPL4"
"t294699","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Anoxybacillus amylolyticus"
"t288004","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Beggiatoa","Beggiatoa leptomitoformis"
"t1082704","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Lonsdalea","Lonsdalea britannica"
"t110319","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. CF8"
"t2483403","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. NZP2298"
"t262209","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter melonis"
"t39956","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium mesophilicum"
"t930806","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Halioglobus pacificus"
"t102134","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfallas","Desulfallas gibsoniae"
"t2714934","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter insecticola"
"t2020412","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Boseaceae","Bosea","Bosea sp. ANAM02"
"t2663859","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium sp. zg-629"
"t326522","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria animaloris"
"t583357","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter mathranii"
"t5825","Eukaryota","Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae","Plasmodium","Plasmodium chabaudi"
"t674079","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Marisediminicola","Marisediminicola antarctica"
"t2768165","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea sp. MT58"
"t75612","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mandelii"
"t2724135","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CLA17"
"t2748320","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. P2-65"
"t2336","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","Thermotoga maritima"
"t179879","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia anthina"
"t182337","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia billingiae"
"t1408191","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium deserti"
"t2183896","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium crocinum"
"t2733487","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas sp. MCCC 1A13316"
"t1215089","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus","Planococcus halocryophilus"
"t669","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi"
"t62320","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","Haloterrigena turkmenica"
"t261302","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia phytofirmans"
"t2704467","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp. H30R-01"
"t1768108","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus actinosclerus"
"t1814958","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae",""," Streptococcus virus 9872"
"t1910968","Viruses","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","Gequatrovirus","Gequatrovirus Escherichia virus ID52"
"t2268026","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella","Runella sp. SP2"
"t1134435","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera","Thauera humireducens"
"t1936029","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. MS1601"
"t1884913","Bacteria","Actinobacteria","Actinomycetia","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae","Candidatus Planktophila","Candidatus Planktophila lacus"
"t2755382","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia sp. WCH-YHL-001"
"t2719912","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","Leeuwenhoekiella sp. ZYFB001"
"t2518176","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus","Lentibacillus sp. CBA3610"
"t2728827","Bacteria","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Catellatospora","Catellatospora sp. IY07-71"
"t1977088","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces ficellus"
"t1411902","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pacificitalea","Pacificitalea manganoxidans"
"t159743","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus terrae"
"t2800818","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas sp. GRTSA-9"
"t59505","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinotignum","Actinotignum schaalii"
"t116188","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces coeruleorubidus"
"t317577","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus ficus"
"t68280","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces violaceusniger"
"t2325","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter kivui"
"t2608320","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Tequintavirus","Tequintavirus Escherichia virus VEc33"
"t186189","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Xylanimonas","Xylanimonas cellulosilytica"
"t119484","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter","Syntrophobacter fumaroxidans"
"t2697569","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter psychrotolerans"
"t2714926","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas sp. HDW5A"
"t2560758","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Mooglevirus","Mooglevirus Shigella virus Sf17"
"t2169688","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae","Taipeivirus","Taipeivirus Serratia virus IME250"
"t991904","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Polymorphum","Polymorphum gilvum"
"t2722825","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. DMU1"
"t2775246","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CS20"
"t2772066","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",""," crAssphage cr10_1"
"t83291","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces armeniacus"
"t2202825","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium durans"
"t35","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus macrosporus"
"t1054033","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","Arcobacter venerupis"
"t2557994","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. CZ-2"
"t1384459","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloceanibacter","Methyloceanibacter caenitepidi"
"t1783515","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces qaidamensis"
"t1851544","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Orrella","Orrella dioscoreae"
"t157268","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter winghamensis"
"t41202","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Ewingella","Ewingella americana"
"t2201181","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sediminis"
"t1986034","Viruses","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","Gequatrovirus","Gequatrovirus Escherichia virus G4"
"t2652177","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pelistega","Pelistega ratti"
"t2483401","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. 10M-3C3"
"t2082188","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. YG1"
"t122358","Bacteria","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes ianthinogenes"
"t194963","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium americanum"
"t1768242","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paucibacter","Paucibacter sp. KCTC 42545"
"t1538644","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. ML3W"
"t2079315","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Escherichia phage vB_EcoM-fFiEco06"
"t83656","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces tsukubensis"
"t2653852","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","Rubrobacter sp. SCSIO 52915"
"t216142","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas rhizosphaerae"
"t2483033","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Parasedimentitalea","Parasedimentitalea marina"
"t60961","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella woodyi"
"t2781734","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. A2-16"
"t138336","Bacteria","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus saxobsidens"
"t946333","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Rhizobacter","Rhizobacter gummiphilus"
"t658062","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Candidatus Koribacter","Candidatus Koribacter versatilis"
"t361575","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter phenanthrenivorans"
"t376418","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus sp. A7"
"t1844999","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria sp. PSOL-1"
"t1478","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Peribacillus","Peribacillus simplex"
"t264636","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma hippikon"
"t2126346","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptacidiphilus","Streptacidiphilus bronchialis"
"t2827233","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella atlantica"
"t2603215","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","Marinobacter fonticola"
"t1176198","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces harbinensis"
"t2571749","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium sp. ABRDHK2"
"t2487892","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. LMM-1652"
"t1914","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces lavendulae"
"t2315217","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae",""," Serratia phage JS26"
"t483937","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus riograndensis"
"t83986","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus","Methanoculleus bourgensis"
"t146017","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium boenickei"
"t2724469","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia sp. JUb9"
"t2708079","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. HY82"
"t2018025","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Kitasatospora","Kitasatospora sp. MMS16-BH015"
"t2715678","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Sulfuricellaceae","Sulfurimicrobium","Sulfurimicrobium lacus"
"t164608","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium sp. KA1"
"t696485","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio owensii"
"t52764","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella","Bartonella alsatica"
"t29552","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma axanthum"
"t221822","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter","Phaeobacter inhibens"
"t2741499","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia surfactantfaciens"
"t1432792","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","Methylocaldum marinum"
"t80816","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Haliangium","Haliangium ochraceum"
"t2560785","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Bingvirus","Bingvirus Streptomyces virus Bing"
"t1225769","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Paludibacterium","Paludibacterium paludis"
"t777","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella","Coxiella burnetii"
"t1935379","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter muris"
"t196914","Bacteria","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes friuliensis"
