feature_id	feature	feature description	feature_full
g1763	3.6.1.31	Phosphoribosyl-ATP diphosphatase	Phosphoribosyl-ATP_diphosphatase_(3.6.1.31)
g1764	3.6.1.34	Transferred entry	Transferred_entry_(3.6.1.34)
g1765	3.6.1.3	Adenosinetriphosphatase	Adenosinetriphosphatase_(3.6.1.3)
g1766	3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate diphosphatase	Guanosine-5'-triphosphate,3'-diphosphate_diphosphatase_(3.6.1.40)
g1767	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	Bis(5'-nucleosyl)-tetraphosphatase_(symmetrical)_(3.6.1.41)
g1768	3.6.1.45	UDP-sugar diphosphatase	UDP-sugar_diphosphatase_(3.6.1.45)
g1769	3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase	UDP-2,3-diacylglucosamine_diphosphatase_(3.6.1.54)
g1770	3.6.1.55	8-oxo-dGTP diphosphatase	8-oxo-dGTP_diphosphatase_(3.6.1.55)
g1771	3.6.1.57	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose_hydrolase_(3.6.1.57)
g1772	3.6.1.61	Diadenosine hexaphosphate hydrolase (ATP-forming)	Diadenosine_hexaphosphate_hydrolase_(ATP-forming)_(3.6.1.61)
g1773	3.6.1.63	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_(3.6.1.63)
g1774	3.6.1.65	(d)CTP diphosphatase	(d)CTP_diphosphatase_(3.6.1.65)
g1775	3.6.1.66	XTP/dITP diphosphatase	XTP/dITP_diphosphatase_(3.6.1.66)
g1776	3.6.1.67	Dihydroneopterin triphosphate diphosphatase	Dihydroneopterin_triphosphate_diphosphatase_(3.6.1.67)
g1777	3.6.1.7	Acylphosphatase	Acylphosphatase_(3.6.1.7)
g1778	3.6.1.8	ATP diphosphatase	ATP_diphosphatase_(3.6.1.8)
g1779	3.6.1.9	Nucleotide diphosphatase	Nucleotide_diphosphatase_(3.6.1.9)
g1780	3.6.3.10	Hydrogen/potassium-exchanging ATPase	Hydrogen/potassium-exchanging_ATPase_(3.6.3.10)
g1781	3.6.3.12	Potassium-transporting ATPase	Potassium-transporting_ATPase_(3.6.3.12)
g1782	3.6.3.14	H(+)-transporting two-sector ATPase	H(+)-transporting_two-sector_ATPase_(3.6.3.14)
g1783	3.6.3.15	Sodium-transporting two-sector ATPase	Sodium-transporting_two-sector_ATPase_(3.6.3.15)
g1784	3.6.3.16	Arsenite-transporting ATPase	Arsenite-transporting_ATPase_(3.6.3.16)
g1785	3.6.3.17	Monosaccharide-transporting ATPase	Monosaccharide-transporting_ATPase_(3.6.3.17)
g1786	3.6.3.18	Oligosaccharide-transporting ATPase	Oligosaccharide-transporting_ATPase_(3.6.3.18)
g1787	3.6.3.19	Maltose-transporting ATPase	Maltose-transporting_ATPase_(3.6.3.19)
g1788	3.6.3.20	Glycerol-3-phosphate-transporting ATPase	Glycerol-3-phosphate-transporting_ATPase_(3.6.3.20)
g1789	3.6.3.21	Polar-amino-acid-transporting ATPase	Polar-amino-acid-transporting_ATPase_(3.6.3.21)
g1790	3.6.3.23	Oligopeptide-transporting ATPase	Oligopeptide-transporting_ATPase_(3.6.3.23)
g1791	3.6.3.24	Nickel-transporting ATPase	Nickel-transporting_ATPase_(3.6.3.24)
g1792	3.6.3.25	Sulfate-transporting ATPase	Sulfate-transporting_ATPase_(3.6.3.25)
g1793	3.6.3.27	Phosphate-transporting ATPase	Phosphate-transporting_ATPase_(3.6.3.27)
g1794	3.6.3.28	Phosphonate-transporting ATPase	Phosphonate-transporting_ATPase_(3.6.3.28)
g1795	3.6.3.29	Molybdate-transporting ATPase	Molybdate-transporting_ATPase_(3.6.3.29)
g1796	3.6.3.2	Magnesium-importing ATPase	Magnesium-importing_ATPase_(3.6.3.2)
g1797	3.6.3.30	Fe(3+)-transporting ATPase	Fe(3+)-transporting_ATPase_(3.6.3.30)
g1798	3.6.3.31	Polyamine-transporting ATPase	Polyamine-transporting_ATPase_(3.6.3.31)
g1799	3.6.3.32	Quaternary-amine-transporting ATPase	Quaternary-amine-transporting_ATPase_(3.6.3.32)
g1800	3.6.3.33	Vitamin B12-transporting ATPase	Vitamin_B12-transporting_ATPase_(3.6.3.33)
g1801	3.6.3.34	Iron-chelate-transporting ATPase	Iron-chelate-transporting_ATPase_(3.6.3.34)
g1802	3.6.3.35	Manganese-transporting ATPase	Manganese-transporting_ATPase_(3.6.3.35)
g1803	3.6.3.36	Taurine-transporting ATPase	Taurine-transporting_ATPase_(3.6.3.36)
g1804	3.6.3.38	Capsular-polysaccharide-transporting ATPase	Capsular-polysaccharide-transporting_ATPase_(3.6.3.38)
g1805	3.6.3.3	Cadmium-exporting ATPase	Cadmium-exporting_ATPase_(3.6.3.3)
g1806	3.6.3.40	Teichoic-acid-transporting ATPase	Teichoic-acid-transporting_ATPase_(3.6.3.40)
g1807	3.6.3.41	Heme-transporting ATPase	Heme-transporting_ATPase_(3.6.3.41)
g1808	3.6.3.42	Beta-glucan-transporting ATPase	Beta-glucan-transporting_ATPase_(3.6.3.42)
g1809	3.6.3.43	Peptide-transporting ATPase	Peptide-transporting_ATPase_(3.6.3.43)
g1810	3.6.3.44	Xenobiotic-transporting ATPase	Xenobiotic-transporting_ATPase_(3.6.3.44)
g1811	3.6.3.4	Cu(2+)-exporting ATPase	Cu(2+)-exporting_ATPase_(3.6.3.4)
g1812	3.6.3.53	Ag(+)-exporting ATPase	Ag(+)-exporting_ATPase_(3.6.3.53)
g1813	3.6.3.54	Cu(+) exporting ATPase	Cu(+)_exporting_ATPase_(3.6.3.54)
g1814	3.6.3.55	Tungstate-importing ATPase	Tungstate-importing_ATPase_(3.6.3.55)
g1815	3.6.3.5	Zinc-exporting ATPase	Zinc-exporting_ATPase_(3.6.3.5)
g1816	3.6.3.6	Proton-exporting ATPase	Proton-exporting_ATPase_(3.6.3.6)
g1817	3.6.3.8	Calcium-transporting ATPase	Calcium-transporting_ATPase_(3.6.3.8)
g1818	3.6.4.12	DNA helicase	DNA_helicase_(3.6.4.12)
g1819	3.6.4.13	RNA helicase	RNA_helicase_(3.6.4.13)
g1820	3.6.4.6	Vesicle-fusing ATPase	Vesicle-fusing_ATPase_(3.6.4.6)
g1821	3.6.5.3	Protein-synthesizing GTPase	Protein-synthesizing_GTPase_(3.6.5.3)
g1822	3.6.5.n1	Elongation factor 4	Elongation_factor_4_(3.6.5.n1)
g1823	3.7.1.11	Cyclohexane-1,2-dione hydrolase	Cyclohexane-1,2-dione_hydrolase_(3.7.1.11)
g1824	3.7.1.12	Cobalt-precorrin 5A hydrolase	Cobalt-precorrin_5A_hydrolase_(3.7.1.12)
g1825	3.7.1.13	2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase	2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate_hydrolase_(3.7.1.13)
g1826	3.7.1.14	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	2-hydroxy-6-oxonona-2,4-dienedioate_hydrolase_(3.7.1.14)
g1827	3.7.1.20	3-fumarylpyruvate hydrolase	3-fumarylpyruvate_hydrolase_(3.7.1.20)
g1828	3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione_acylhydrolase_(decyclizing)_(3.7.1.22)
g1829	3.7.1.2	Fumarylacetoacetase	Fumarylacetoacetase_(3.7.1.2)
g1830	3.7.1.3	Kynureninase	Kynureninase_(3.7.1.3)
g1831	3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	2,6-dioxo-6-phenylhexa-3-enoate_hydrolase_(3.7.1.8)
g1832	3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase	2-hydroxymuconate-6-semialdehyde_hydrolase_(3.7.1.9)
g1833	3.8.1.2	(S)-2-haloacid dehalogenase	(S)-2-haloacid_dehalogenase_(3.8.1.2)
g1834	3.8.1.3	Haloacetate dehalogenase	Haloacetate_dehalogenase_(3.8.1.3)
g1835	3.8.1.5	Haloalkane dehalogenase	Haloalkane_dehalogenase_(3.8.1.5)
g1836	3.8.1.7	4-chlorobenzoyl-CoA dehalogenase	4-chlorobenzoyl-CoA_dehalogenase_(3.8.1.7)
g1837	3.8.1.8	Atrazine chlorohydrolase	Atrazine_chlorohydrolase_(3.8.1.8)
g1838	4.1.1.101	Malolactic enzyme	Malolactic_enzyme_(4.1.1.101)
g1839	4.1.1.104	NO NAME	NO_NAME_(4.1.1.104)
g1840	4.1.1.112	NO NAME	NO_NAME_(4.1.1.112)
g1841	4.1.1.11	Aspartate 1-decarboxylase	Aspartate_1-decarboxylase_(4.1.1.11)
g1842	4.1.1.12	Aspartate 4-decarboxylase	Aspartate_4-decarboxylase_(4.1.1.12)
g1843	4.1.1.15	Glutamate decarboxylase	Glutamate_decarboxylase_(4.1.1.15)
g1844	4.1.1.17	Ornithine decarboxylase	Ornithine_decarboxylase_(4.1.1.17)
g1845	4.1.1.18	Lysine decarboxylase	Lysine_decarboxylase_(4.1.1.18)
g1846	4.1.1.19	Arginine decarboxylase	Arginine_decarboxylase_(4.1.1.19)
g1847	4.1.1.1	Pyruvate decarboxylase	Pyruvate_decarboxylase_(4.1.1.1)
g1848	4.1.1.20	Diaminopimelate decarboxylase	Diaminopimelate_decarboxylase_(4.1.1.20)
g1849	4.1.1.21	Phosphoribosylaminoimidazole carboxylase	Phosphoribosylaminoimidazole_carboxylase_(4.1.1.21)
g1850	4.1.1.22	Histidine decarboxylase	Histidine_decarboxylase_(4.1.1.22)
g1851	4.1.1.23	Orotidine-5'-phosphate decarboxylase	Orotidine-5'-phosphate_decarboxylase_(4.1.1.23)
g1852	4.1.1.25	Tyrosine decarboxylase	Tyrosine_decarboxylase_(4.1.1.25)
g1853	4.1.1.2	Oxalate decarboxylase	Oxalate_decarboxylase_(4.1.1.2)
g1854	4.1.1.31	Phosphoenolpyruvate carboxylase	Phosphoenolpyruvate_carboxylase_(4.1.1.31)
g1855	4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	Phosphoenolpyruvate_carboxykinase_(GTP)_(4.1.1.32)
g1856	4.1.1.33	Diphosphomevalonate decarboxylase	Diphosphomevalonate_decarboxylase_(4.1.1.33)
g1857	4.1.1.36	Phosphopantothenoylcysteine decarboxylase	Phosphopantothenoylcysteine_decarboxylase_(4.1.1.36)
g1858	4.1.1.37	Uroporphyrinogen decarboxylase	Uroporphyrinogen_decarboxylase_(4.1.1.37)
g1859	4.1.1.39	Ribulose-bisphosphate carboxylase	Ribulose-bisphosphate_carboxylase_(4.1.1.39)
g1860	4.1.1.3	Oxaloacetate decarboxylase	Oxaloacetate_decarboxylase_(4.1.1.3)
g1861	4.1.1.41	Methylmalonyl-CoA decarboxylase	Methylmalonyl-CoA_decarboxylase_(4.1.1.41)
g1862	4.1.1.44	4-carboxymuconolactone decarboxylase	4-carboxymuconolactone_decarboxylase_(4.1.1.44)
g1863	4.1.1.47	Tartronate-semialdehyde synthase	Tartronate-semialdehyde_synthase_(4.1.1.47)
g1864	4.1.1.48	Indole-3-glycerol-phosphate synthase	Indole-3-glycerol-phosphate_synthase_(4.1.1.48)
g1865	4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)	Phosphoenolpyruvate_carboxykinase_(ATP)_(4.1.1.49)
g1866	4.1.1.4	Acetoacetate decarboxylase	Acetoacetate_decarboxylase_(4.1.1.4)
g1867	4.1.1.50	Adenosylmethionine decarboxylase	Adenosylmethionine_decarboxylase_(4.1.1.50)
g1868	4.1.1.53	Phenylalanine decarboxylase	Phenylalanine_decarboxylase_(4.1.1.53)
g1869	4.1.1.59	Gallate decarboxylase	Gallate_decarboxylase_(4.1.1.59)
g1870	4.1.1.5	Acetolactate decarboxylase	Acetolactate_decarboxylase_(4.1.1.5)
g1871	4.1.1.61	4-hydroxybenzoate decarboxylase	4-hydroxybenzoate_decarboxylase_(4.1.1.61)
g1872	4.1.1.63	Protocatechuate decarboxylase	Protocatechuate_decarboxylase_(4.1.1.63)
g1873	4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate)	2,2-dialkylglycine_decarboxylase_(pyruvate)_(4.1.1.64)
g1874	4.1.1.65	Phosphatidylserine decarboxylase	Phosphatidylserine_decarboxylase_(4.1.1.65)
g1875	4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	5-oxopent-3-ene-1,2,5-tricarboxylate_decarboxylase_(4.1.1.68)
g1876	4.1.1.70	Glutaconyl-CoA decarboxylase	Glutaconyl-CoA_decarboxylase_(4.1.1.70)
g1877	4.1.1.71	2-oxoglutarate decarboxylase	2-oxoglutarate_decarboxylase_(4.1.1.71)
g1878	4.1.1.73	Tartrate decarboxylase	Tartrate_decarboxylase_(4.1.1.73)
g1879	4.1.1.74	Indolepyruvate decarboxylase	Indolepyruvate_decarboxylase_(4.1.1.74)
g1880	4.1.1.76	Arylmalonate decarboxylase	Arylmalonate_decarboxylase_(4.1.1.76)
g1881	4.1.1.77	2-oxo-3-hexenedioate decarboxylase	2-oxo-3-hexenedioate_decarboxylase_(4.1.1.77)
g1882	4.1.1.7	Benzoylformate decarboxylase	Benzoylformate_decarboxylase_(4.1.1.7)
g1883	4.1.1.81	Threonine-phosphate decarboxylase	Threonine-phosphate_decarboxylase_(4.1.1.81)
g1884	4.1.1.82	Phosphonopyruvate decarboxylase	Phosphonopyruvate_decarboxylase_(4.1.1.82)
g1885	4.1.1.83	4-hydroxyphenylacetate decarboxylase	4-hydroxyphenylacetate_decarboxylase_(4.1.1.83)
g1886	4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase	3-dehydro-L-gulonate-6-phosphate_decarboxylase_(4.1.1.85)
g1887	4.1.1.86	Diaminobutyrate decarboxylase	Diaminobutyrate_decarboxylase_(4.1.1.86)
g1888	4.1.1.88	Biotin-independent malonate decarboxylase	Biotin-independent_malonate_decarboxylase_(4.1.1.88)
g1889	4.1.1.8	Oxalyl-CoA decarboxylase	Oxalyl-CoA_decarboxylase_(4.1.1.8)
g1890	4.1.1.95	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase	L-glutamyl-[BtrI_acyl-carrier_protein]_decarboxylase_(4.1.1.95)
g1891	4.1.1.96	Carboxynorspermidine decarboxylase	Carboxynorspermidine_decarboxylase_(4.1.1.96)
g1892	4.1.1.97	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline_decarboxylase_(4.1.1.97)
g1893	4.1.1.98	4-hydroxy-3-polyprenylbenzoate decarboxylase	4-hydroxy-3-polyprenylbenzoate_decarboxylase_(4.1.1.98)
g1894	4.1.1.9	Malonyl-CoA decarboxylase	Malonyl-CoA_decarboxylase_(4.1.1.9)
g1895	4.1.2.13	Fructose-bisphosphate aldolase	Fructose-bisphosphate_aldolase_(4.1.2.13)
g1896	4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	2-dehydro-3-deoxy-phosphogluconate_aldolase_(4.1.2.14)
g1897	4.1.2.17	L-fuculose-phosphate aldolase	L-fuculose-phosphate_aldolase_(4.1.2.17)
g1898	4.1.2.19	Rhamnulose-1-phosphate aldolase	Rhamnulose-1-phosphate_aldolase_(4.1.2.19)
g1899	4.1.2.20	2-dehydro-3-deoxyglucarate aldolase	2-dehydro-3-deoxyglucarate_aldolase_(4.1.2.20)
g1900	4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2-dehydro-3-deoxy-6-phosphogalactonate_aldolase_(4.1.2.21)
g1901	4.1.2.22	Fructose-6-phosphate phosphoketolase	Fructose-6-phosphate_phosphoketolase_(4.1.2.22)
g1902	4.1.2.25	Dihydroneopterin aldolase	Dihydroneopterin_aldolase_(4.1.2.25)
g1903	4.1.2.28	2-dehydro-3-deoxy-D-pentonate aldolase	2-dehydro-3-deoxy-D-pentonate_aldolase_(4.1.2.28)
g1904	4.1.2.29	5-dehydro-2-deoxyphosphogluconate aldolase	5-dehydro-2-deoxyphosphogluconate_aldolase_(4.1.2.29)
g1905	4.1.2.2	Ketotetrose-phosphate aldolase	Ketotetrose-phosphate_aldolase_(4.1.2.2)
g1906	4.1.2.40	Tagatose-bisphosphate aldolase	Tagatose-bisphosphate_aldolase_(4.1.2.40)
g1907	4.1.2.42	D-threonine aldolase	D-threonine_aldolase_(4.1.2.42)
g1908	4.1.2.43	3-hexulose-6-phosphate synthase	3-hexulose-6-phosphate_synthase_(4.1.2.43)
g1909	4.1.2.48	Low-specificity L-threonine aldolase	Low-specificity_L-threonine_aldolase_(4.1.2.48)
g1910	4.1.2.49	L-allo-threonine aldolase	L-allo-threonine_aldolase_(4.1.2.49)
g1911	4.1.2.4	Deoxyribose-phosphate aldolase	Deoxyribose-phosphate_aldolase_(4.1.2.4)
g1912	4.1.2.50	6-carboxytetrahydropterin synthase	6-carboxytetrahydropterin_synthase_(4.1.2.50)
g1913	4.1.2.51	2-dehydro-3-deoxy-D-gluconate aldolase	2-dehydro-3-deoxy-D-gluconate_aldolase_(4.1.2.51)
g1914	4.1.2.52	4-hydroxy-2-oxoheptanedioate aldolase	4-hydroxy-2-oxoheptanedioate_aldolase_(4.1.2.52)
g1915	4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase	2-keto-3-deoxy-L-rhamnonate_aldolase_(4.1.2.53)
g1916	4.1.2.56	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate_synthase_(4.1.2.56)
g1917	4.1.2.57	Sulfofructosephosphate aldolase	Sulfofructosephosphate_aldolase_(4.1.2.57)
g1918	4.1.2.5	L-threonine aldolase	L-threonine_aldolase_(4.1.2.5)
g1919	4.1.2.9	Phosphoketolase	Phosphoketolase_(4.1.2.9)
g1920	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	4-hydroxy-2-oxoglutarate_aldolase_(4.1.3.16)
g1921	4.1.3.17	4-hydroxy-4-methyl-2-oxoglutarate aldolase	4-hydroxy-4-methyl-2-oxoglutarate_aldolase_(4.1.3.17)
g1922	4.1.3.1	Isocitrate lyase	Isocitrate_lyase_(4.1.3.1)
g1923	4.1.3.26	3-hydroxy-3-isohexenylglutaryl-CoA lyase	3-hydroxy-3-isohexenylglutaryl-CoA_lyase_(4.1.3.26)
g1924	4.1.3.27	Anthranilate synthase	Anthranilate_synthase_(4.1.3.27)
g1925	4.1.3.30	Methylisocitrate lyase	Methylisocitrate_lyase_(4.1.3.30)
g1926	4.1.3.32	2,3-dimethylmalate lyase	2,3-dimethylmalate_lyase_(4.1.3.32)
g1927	4.1.3.34	Citryl-CoA lyase	Citryl-CoA_lyase_(4.1.3.34)
g1928	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	1,4-dihydroxy-2-naphthoyl-CoA_synthase_(4.1.3.36)
g1929	4.1.3.38	Aminodeoxychorismate lyase	Aminodeoxychorismate_lyase_(4.1.3.38)
g1930	4.1.3.39	4-hydroxy-2-oxovalerate aldolase	4-hydroxy-2-oxovalerate_aldolase_(4.1.3.39)
g1931	4.1.3.3	N-acetylneuraminate lyase	N-acetylneuraminate_lyase_(4.1.3.3)
g1932	4.1.3.40	Chorismate lyase	Chorismate_lyase_(4.1.3.40)
g1933	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	Hydroxymethylglutaryl-CoA_lyase_(4.1.3.4)
g1934	4.1.3.6	Citrate (pro-3S)-lyase	Citrate_(pro-3S)-lyase_(4.1.3.6)
g1935	4.1.99.11	Benzylsuccinate synthase	Benzylsuccinate_synthase_(4.1.99.11)
g1936	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	3,4-dihydroxy-2-butanone-4-phosphate_synthase_(4.1.99.12)
g1937	4.1.99.14	Spore photoproduct lyase	Spore_photoproduct_lyase_(4.1.99.14)
g1938	4.1.99.17	Phosphomethylpyrimidine synthase	Phosphomethylpyrimidine_synthase_(4.1.99.17)
g1939	4.1.99.18	Cyclic pyranopterin phosphate synthase	Cyclic_pyranopterin_phosphate_synthase_(4.1.99.18)
g1940	4.1.99.19	2-iminoacetate synthase	2-iminoacetate_synthase_(4.1.99.19)
g1941	4.1.99.1	Tryptophanase	Tryptophanase_(4.1.99.1)
g1942	4.1.99.22	NO NAME	NO_NAME_(4.1.99.22)
g1943	4.1.99.23	NO NAME	NO_NAME_(4.1.99.23)
g1944	4.1.99.2	Tyrosine phenol-lyase	Tyrosine_phenol-lyase_(4.1.99.2)
g1945	4.1.99.3	Deoxyribodipyrimidine photo-lyase	Deoxyribodipyrimidine_photo-lyase_(4.1.99.3)
g1946	4.2.1.103	Cyclohexyl-isocyanide hydratase	Cyclohexyl-isocyanide_hydratase_(4.2.1.103)
g1947	4.2.1.104	Cyanase	Cyanase_(4.2.1.104)
g1948	4.2.1.107	hydratase	hydratase_(4.2.1.107)
g1949	4.2.1.108	Ectoine synthase	Ectoine_synthase_(4.2.1.108)
g1950	4.2.1.109	Methylthioribulose 1-phosphate dehydratase	Methylthioribulose_1-phosphate_dehydratase_(4.2.1.109)
g1951	4.2.1.10	3-dehydroquinate dehydratase	3-dehydroquinate_dehydratase_(4.2.1.10)
g1952	4.2.1.112	Acetylene hydratase	Acetylene_hydratase_(4.2.1.112)
g1953	4.2.1.113	o-succinylbenzoate synthase	o-succinylbenzoate_synthase_(4.2.1.113)
g1954	4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	UDP-N-acetylglucosamine_4,6-dehydratase_(inverting)_(4.2.1.115)
g1955	4.2.1.118	3-dehydroshikimate dehydratase	3-dehydroshikimate_dehydratase_(4.2.1.118)
g1956	4.2.1.119	Enoyl-CoA hydratase 2	Enoyl-CoA_hydratase_2_(4.2.1.119)
g1957	4.2.1.11	Phosphopyruvate hydratase	Phosphopyruvate_hydratase_(4.2.1.11)
g1958	4.2.1.120	4-hydroxybutanoyl-CoA dehydratase	4-hydroxybutanoyl-CoA_dehydratase_(4.2.1.120)
g1959	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	N-acetylmuramic_acid_6-phosphate_etherase_(4.2.1.126)
g1960	4.2.1.129	Squalene--hopanol cyclase	Squalene--hopanol_cyclase_(4.2.1.129)
g1961	4.2.1.12	Phosphogluconate dehydratase	Phosphogluconate_dehydratase_(4.2.1.12)
g1962	4.2.1.130	D-lactate dehydratase	D-lactate_dehydratase_(4.2.1.130)
g1963	4.2.1.135	UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)	UDP-N-acetylglucosamine_4,6-dehydratase_(configuration-retaining)_(4.2.1.135)
g1964	4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase	ADP-dependent_NAD(P)H-hydrate_dehydratase_(4.2.1.136)
g1965	4.2.1.149	Crotonobetainyl-CoA hydratase	Crotonobetainyl-CoA_hydratase_(4.2.1.149)
g1966	4.2.1.151	Chorismate dehydratase	Chorismate_dehydratase_(4.2.1.151)
g1967	4.2.1.156	L-talarate dehydratase	L-talarate_dehydratase_(4.2.1.156)
g1968	4.2.1.157	(R)-2-hydroxyisocaproyl-CoA dehydratase	(R)-2-hydroxyisocaproyl-CoA_dehydratase_(4.2.1.157)
g1969	4.2.1.163	NO NAME	NO_NAME_(4.2.1.163)
g1970	4.2.1.167	NO NAME	NO_NAME_(4.2.1.167)
g1971	4.2.1.168	NO NAME	NO_NAME_(4.2.1.168)
g1972	4.2.1.172	NO NAME	NO_NAME_(4.2.1.172)
g1973	4.2.1.17	Enoyl-CoA hydratase	Enoyl-CoA_hydratase_(4.2.1.17)
g1974	4.2.1.18	Methylglutaconyl-CoA hydratase	Methylglutaconyl-CoA_hydratase_(4.2.1.18)
g1975	4.2.1.19	Imidazoleglycerol-phosphate dehydratase	Imidazoleglycerol-phosphate_dehydratase_(4.2.1.19)
g1976	4.2.1.1	Carbonate dehydratase	Carbonate_dehydratase_(4.2.1.1)
g1977	4.2.1.20	Tryptophan synthase	Tryptophan_synthase_(4.2.1.20)
g1978	4.2.1.22	Cystathionine beta-synthase	Cystathionine_beta-synthase_(4.2.1.22)
g1979	4.2.1.24	Porphobilinogen synthase	Porphobilinogen_synthase_(4.2.1.24)
g1980	4.2.1.25	L-arabinonate dehydratase	L-arabinonate_dehydratase_(4.2.1.25)
g1981	4.2.1.28	Propanediol dehydratase	Propanediol_dehydratase_(4.2.1.28)
g1982	4.2.1.2	Fumarate hydratase	Fumarate_hydratase_(4.2.1.2)
g1983	4.2.1.30	Glycerol dehydratase	Glycerol_dehydratase_(4.2.1.30)
g1984	4.2.1.32	L(+)-tartrate dehydratase	L(+)-tartrate_dehydratase_(4.2.1.32)
g1985	4.2.1.33	3-isopropylmalate dehydratase	3-isopropylmalate_dehydratase_(4.2.1.33)
g1986	4.2.1.35	(R)-2-methylmalate dehydratase	(R)-2-methylmalate_dehydratase_(4.2.1.35)
g1987	4.2.1.36	Homoaconitate hydratase	Homoaconitate_hydratase_(4.2.1.36)
g1988	4.2.1.39	Gluconate dehydratase	Gluconate_dehydratase_(4.2.1.39)
g1989	4.2.1.3	Aconitate hydratase	Aconitate_hydratase_(4.2.1.3)
g1990	4.2.1.40	Glucarate dehydratase	Glucarate_dehydratase_(4.2.1.40)
g1991	4.2.1.41	5-dehydro-4-deoxyglucarate dehydratase	5-dehydro-4-deoxyglucarate_dehydratase_(4.2.1.41)
g1992	4.2.1.42	Galactarate dehydratase	Galactarate_dehydratase_(4.2.1.42)
g1993	4.2.1.44	Myo-inosose-2 dehydratase	Myo-inosose-2_dehydratase_(4.2.1.44)
g1994	4.2.1.45	CDP-glucose 4,6-dehydratase	CDP-glucose_4,6-dehydratase_(4.2.1.45)
g1995	4.2.1.46	dTDP-glucose 4,6-dehydratase	dTDP-glucose_4,6-dehydratase_(4.2.1.46)
g1996	4.2.1.47	GDP-mannose 4,6-dehydratase	GDP-mannose_4,6-dehydratase_(4.2.1.47)
g1997	4.2.1.49	Urocanate hydratase	Urocanate_hydratase_(4.2.1.49)
g1998	4.2.1.51	Prephenate dehydratase	Prephenate_dehydratase_(4.2.1.51)
g1999	4.2.1.52	Transferred entry	Transferred_entry_(4.2.1.52)
g2000	4.2.1.53	Oleate hydratase	Oleate_hydratase_(4.2.1.53)
g2001	4.2.1.55	3-hydroxybutyryl-CoA dehydratase	3-hydroxybutyryl-CoA_dehydratase_(4.2.1.55)
g2002	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_(4.2.1.59)
g2003	4.2.1.68	L-fuconate dehydratase	L-fuconate_dehydratase_(4.2.1.68)
g2004	4.2.1.6	Galactonate dehydratase	Galactonate_dehydratase_(4.2.1.6)
g2005	4.2.1.70	Pseudouridylate synthase	Pseudouridylate_synthase_(4.2.1.70)
g2006	4.2.1.75	Uroporphyrinogen-III synthase	Uroporphyrinogen-III_synthase_(4.2.1.75)
g2007	4.2.1.77	Trans-L-3-hydroxyproline dehydratase	Trans-L-3-hydroxyproline_dehydratase_(4.2.1.77)
g2008	4.2.1.79	2-methylcitrate dehydratase	2-methylcitrate_dehydratase_(4.2.1.79)
g2009	4.2.1.7	Altronate dehydratase	Altronate_dehydratase_(4.2.1.7)
g2010	4.2.1.80	2-oxopent-4-enoate hydratase	2-oxopent-4-enoate_hydratase_(4.2.1.80)
g2011	4.2.1.81	D(-)-tartrate dehydratase	D(-)-tartrate_dehydratase_(4.2.1.81)
